model_id,rmse,mse,mae,rmsle,mean_residual_deviance
XGBoost_1_AutoML_1_20251209_00732,0.0316497370552999,0.0010017058556696,0.0144021073469054,0.012366767465149,0.0010017058556696
GLM_1_AutoML_1_20251209_00732,0.0412021682347113,0.0016976186672414,0.02598350490179,0.0189056170933718,0.0016976186672414
